Timestamp,device_id,raw_value,voltage
2024-11-14T09:43:24.832315,ESP_001,52,0.042
2024-11-14T09:43:34.858977,ESP_001,182,0.147
2024-11-14T09:43:44.895871,ESP_001,31,0.025
2024-11-14T09:43:54.928385,ESP_001,90,0.073
2024-11-14T09:44:04.958002,ESP_001,117,0.094
2024-11-14T09:44:15.017709,ESP_001,135,0.109
2024-11-14T09:44:25.048950,ESP_001,111,0.089
2024-11-14T09:44:35.077863,ESP_001,383,0.309
2024-11-14T09:44:45.101255,ESP_001,111,0.089
2024-11-14T09:44:55.135716,ESP_001,155,0.125
2024-11-14T09:45:05.211111,ESP_001,96,0.077
2024-11-14T09:45:15.245764,ESP_001,137,0.11
2024-11-14T09:45:25.284767,ESP_001,702,0.566
2024-11-14T09:45:35.314413,ESP_001,685,0.552
2024-11-14T09:45:45.344520,ESP_001,104,0.084
2024-11-14T11:35:56.498251,ESP_001,308,0.248
2024-11-14T11:36:06.559230,ESP_001,527,0.425
2024-11-14T11:43:39.170896,ESP_001,80,0.064
2024-11-14T11:43:49.230187,ESP_001,249,0.201
2024-11-14T11:44:17.196985,ESP_001,59,0.048
2024-11-14T11:44:20.010713,ESP_001,228,0.184
2024-11-14T11:44:27.241447,ESP_001,91,0.073
2024-11-14T11:44:37.428245,ESP_001,137,0.11
2024-11-14T11:44:47.666375,ESP_001,87,0.07
2024-11-14T11:44:57.905021,ESP_001,9,0.007
2024-11-14T11:45:08.348835,ESP_001,111,0.089
2024-11-14T11:46:08.213604,ESP_001,201,0.162
2024-11-14T11:46:18.452845,ESP_001,77,0.062
2024-11-14T11:46:28.836157,ESP_001,159,0.128
2024-11-14T11:46:38.898183,ESP_001,266,0.214
2024-11-14T11:47:09.262066,ESP_001,35,0.028
2024-11-14T11:47:19.742113,ESP_001,565,0.455
2024-11-14T11:47:30.635014,ESP_001,1179,0.95
2024-11-14T11:47:40.850727,ESP_001,69,0.056
2024-11-14T11:47:51.281074,ESP_001,307,0.247
2024-11-14T11:48:01.360188,ESP_001,26,0.021
2024-11-14T11:48:58.593287,ESP_001,201,0.162
2024-11-14T11:49:08.647076,ESP_001,101,0.081
2024-11-14T11:49:18.709163,ESP_001,154,0.124
2024-11-14T11:49:28.756834,ESP_001,299,0.241
2024-11-14T11:49:38.812269,ESP_001,78,0.063
2024-11-14T11:49:48.857027,ESP_001,116,0.093
2024-11-14T11:49:58.936562,ESP_001,381,0.307
2024-11-14T11:50:33.679017,ESP_001,89,0.072
2024-11-14T11:50:43.960191,ESP_001,167,0.135
2024-11-14T11:50:54.592317,ESP_001,83,0.067
2024-11-14T11:51:04.739089,ESP_001,427,0.344
2024-11-14T11:51:14.976641,ESP_001,11,0.009
2024-11-14T11:51:25.207851,ESP_001,9,0.007
2024-11-14T11:51:35.438403,ESP_001,89,0.072
2024-11-14T12:08:51.906855,ESP_001,398,0.321
2024-11-14T12:09:02.092875,ESP_001,197,0.159
2024-11-14T12:09:12.326866,ESP_001,205,0.165
2024-11-14T12:10:27.585510,ESP_001,27,0.022
2024-11-14T12:10:37.639339,ESP_001,76,0.061
2024-11-14T12:10:47.668670,ESP_001,213,0.172
2024-11-14T12:10:57.726261,ESP_001,212,0.171
2024-11-14T12:11:07.928397,ESP_001,201,0.162
2024-11-14T12:11:17.995835,ESP_001,83,0.067
2024-11-14T12:11:28.093730,ESP_001,137,0.11
2024-11-14T12:11:38.147287,ESP_001,76,0.061
2024-11-14T12:11:48.183617,ESP_001,341,0.275
2024-11-14T12:11:58.229826,ESP_001,214,0.172
2024-11-14T12:12:08.274920,ESP_001,160,0.129
2024-11-14T12:12:18.318608,ESP_001,612,0.493
2024-11-14T12:12:28.507632,ESP_001,151,0.122
2024-11-14T12:12:36.842284,ESP_001,118,0.095
2024-11-14T12:12:47.044468,ESP_001,19,0.015
2024-11-14T12:12:57.105423,ESP_001,29,0.023
2024-11-14T12:13:07.134528,ESP_001,75,0.06
2024-11-14T12:45:19.223298,ESP_001,85,0.068
2024-11-14T12:45:29.355913,ESP_001,155,0.125
2024-11-14T12:45:39.535238,ESP_001,8,0.006
2024-11-14T12:45:49.617223,ESP_001,91,0.073
2024-11-14T12:46:22.903924,ESP_001,72,0.058
2024-11-14T12:48:50.785310,ESP_001,1107,0.892
2024-11-14T12:49:00.872560,ESP_001,11,0.009
2024-11-14T12:49:10.940469,ESP_001,2111,1.701
2024-11-14T12:49:21.045308,ESP_001,1855,1.495
2024-11-14T12:49:31.090197,ESP_001,107,0.086
2024-11-14T12:49:41.127637,ESP_001,9,0.007
2024-11-14T12:49:51.191836,ESP_001,807,0.65
2024-11-14T12:50:01.444365,ESP_001,773,0.623
2024-11-14T12:50:12.083164,ESP_001,8,0.006
2024-11-14T12:50:23.669789,ESP_001,841,0.678
2024-11-14T12:50:34.024142,ESP_001,11,0.009
2024-11-14T12:50:44.063091,ESP_001,927,0.747
2024-11-14T12:50:54.105118,ESP_001,1763,1.421
2024-11-14T12:51:04.158098,ESP_001,232,0.187
2024-11-14T12:51:14.231133,ESP_001,157,0.127
2024-11-14T12:51:24.279344,ESP_001,889,0.716
2024-11-14T12:51:34.548658,ESP_001,529,0.426
2024-11-14T12:51:44.587517,ESP_001,13,0.01
2024-11-14T12:51:54.821942,ESP_001,10,0.008
2024-11-14T12:52:05.015810,ESP_001,1198,0.965
2024-11-14T12:52:15.531145,ESP_001,957,0.771
2024-11-14T12:52:25.584162,ESP_001,63,0.051
2024-11-14T12:52:35.632692,ESP_001,1060,0.854
2024-11-14T12:52:45.679841,ESP_001,9,0.007
2024-11-14T12:52:55.784228,ESP_001,9,0.007
2024-11-14T12:53:05.819371,ESP_001,42,0.034
2024-11-14T12:53:15.863095,ESP_001,9,0.007
2024-11-14T12:53:26.176704,ESP_001,1119,0.902
2024-11-14T12:53:36.576160,ESP_001,559,0.45
2024-11-14T12:53:47.011825,ESP_001,11,0.009
2024-11-14T12:53:57.874297,ESP_001,59,0.048
2024-11-14T12:54:07.943170,ESP_001,21,0.017
2024-11-14T12:54:18.001293,ESP_001,9,0.007
2024-11-14T12:54:28.033539,ESP_001,565,0.455
2024-11-14T12:54:38.083346,ESP_001,79,0.064
2024-11-14T12:54:48.154436,ESP_001,847,0.683
2024-11-14T12:54:58.196092,ESP_001,87,0.07
2024-11-14T12:55:08.282789,ESP_001,1507,1.214
2024-11-14T12:55:18.328833,ESP_001,73,0.059
2024-11-14T12:55:28.522921,ESP_001,7,0.006
2024-11-14T12:55:38.568023,ESP_001,234,0.189
2024-11-14T12:55:48.612001,ESP_001,11,0.009
2024-11-14T12:55:59.017141,ESP_001,560,0.451
2024-11-14T12:56:09.271582,ESP_001,347,0.28
2024-11-14T12:56:19.327396,ESP_001,871,0.702
2024-11-14T12:56:29.358839,ESP_001,635,0.512
2024-11-14T12:56:39.405298,ESP_001,89,0.072
2024-11-14T12:56:49.442799,ESP_001,903,0.728
2024-11-14T12:56:59.484271,ESP_001,77,0.062
2024-11-14T12:57:09.520701,ESP_001,7,0.006
2024-11-14T12:57:19.567621,ESP_001,8,0.006
2024-11-14T12:57:31.074275,ESP_001,90,0.073
2024-11-14T12:57:41.233736,ESP_001,100,0.081
2024-11-14T12:57:51.374624,ESP_001,88,0.071
2024-11-14T12:58:01.667666,ESP_001,199,0.16
2024-11-14T12:58:11.739631,ESP_001,441,0.355
2024-11-14T12:58:21.778677,ESP_001,17,0.014
2024-11-14T12:58:32.048800,ESP_001,89,0.072
2024-11-14T12:58:42.255267,ESP_001,9,0.007
2024-11-14T12:58:52.536060,ESP_001,288,0.232
2024-11-14T12:59:05.563822,ESP_001,277,0.223
2024-11-14T12:59:15.601635,ESP_001,157,0.127
2024-11-14T12:59:25.678533,ESP_001,136,0.11
2024-11-14T12:59:35.817863,ESP_001,267,0.215
2024-11-14T12:59:46.055114,ESP_001,144,0.116
2024-11-14T12:59:56.301150,ESP_001,250,0.201
2024-11-14T13:00:06.350796,ESP_001,109,0.088
2024-11-14T13:00:16.430513,ESP_001,173,0.139
2024-11-14T13:00:26.516145,ESP_001,104,0.084
2024-11-14T13:00:36.864546,ESP_001,5,0.004
2024-11-14T13:00:47.098335,ESP_001,233,0.188
2024-11-14T13:00:57.326005,ESP_001,9,0.007
2024-11-14T13:01:07.369834,ESP_001,71,0.057
2024-11-14T13:01:17.602237,ESP_001,149,0.12
2024-11-14T13:01:27.841355,ESP_001,41,0.033
2024-11-14T13:01:38.790515,ESP_001,199,0.16
2024-11-14T13:01:49.141671,ESP_001,122,0.098
2024-11-14T13:01:59.382066,ESP_001,31,0.025
2024-11-14T13:02:09.626866,ESP_001,105,0.085
2024-11-14T13:02:19.862762,ESP_001,171,0.138
2024-11-14T13:02:30.099613,ESP_001,152,0.122
2024-11-14T13:02:40.342154,ESP_001,21,0.017
2024-11-14T13:02:50.482171,ESP_001,159,0.128
2024-11-14T13:03:00.725777,ESP_001,115,0.093
2024-11-14T13:03:10.780207,ESP_001,159,0.128
2024-11-14T13:03:21.012425,ESP_001,170,0.137
2024-11-14T13:03:31.241857,ESP_001,153,0.123
2024-11-14T13:03:41.470507,ESP_001,231,0.186
2024-11-14T13:03:51.713874,ESP_001,20,0.016
2024-11-14T13:04:01.981942,ESP_001,166,0.134
2024-11-14T13:04:12.200043,ESP_001,140,0.113
2024-11-14T13:04:22.251362,ESP_001,85,0.068
2024-11-14T13:04:32.293233,ESP_001,111,0.089
2024-11-14T13:04:42.349255,ESP_001,186,0.15
2024-11-14T13:04:52.401758,ESP_001,103,0.083
2024-11-14T13:05:02.481569,ESP_001,135,0.109
2024-11-14T13:05:12.724435,ESP_001,9,0.007
2024-11-14T13:05:22.764688,ESP_001,191,0.154
2024-11-14T13:05:32.993149,ESP_001,137,0.11
2024-11-14T13:05:43.229602,ESP_001,6,0.005
2024-11-14T13:05:53.277760,ESP_001,43,0.035
2024-11-14T13:06:03.505373,ESP_001,183,0.147
2024-11-14T13:06:13.745001,ESP_001,23,0.019
2024-11-14T13:06:23.784306,ESP_001,13,0.01
2024-11-14T13:06:33.821763,ESP_001,17,0.014
2024-11-14T13:06:43.854075,ESP_001,31,0.025
2024-11-14T13:06:53.892024,ESP_001,76,0.061
2024-11-14T13:07:04.125674,ESP_001,187,0.151
2024-11-14T13:07:14.165366,ESP_001,13,0.01
2024-11-14T13:07:24.414456,ESP_001,44,0.035
2024-11-14T13:07:34.645757,ESP_001,191,0.154
2024-11-14T13:07:44.693040,ESP_001,217,0.175
2024-11-14T13:07:54.723053,ESP_001,152,0.122
2024-11-14T13:08:04.951841,ESP_001,87,0.07
2024-11-14T13:08:14.995527,ESP_001,7,0.006
2024-11-14T13:08:25.037228,ESP_001,207,0.167
2024-11-14T13:08:35.262812,ESP_001,229,0.185
2024-11-14T13:08:45.304485,ESP_001,237,0.191
2024-11-14T13:08:55.544369,ESP_001,107,0.086
2024-11-14T13:09:05.784234,ESP_001,200,0.161
2024-11-14T13:09:15.938240,ESP_001,46,0.037
2024-11-14T13:09:27.085221,ESP_001,215,0.173
2024-11-14T13:09:37.119163,ESP_001,47,0.038
2024-11-14T13:09:47.360656,ESP_001,28,0.023
2024-11-14T13:09:57.599819,ESP_001,253,0.204
2024-11-14T13:10:07.640076,ESP_001,213,0.172
2024-11-14T13:10:17.878056,ESP_001,238,0.192
2024-11-14T13:10:28.114818,ESP_001,111,0.089
2024-11-14T13:10:38.153542,ESP_001,41,0.033
2024-11-14T13:10:48.387675,ESP_001,72,0.058
2024-11-14T13:10:58.627500,ESP_001,7,0.006
2024-11-14T13:11:08.666055,ESP_001,6,0.005
2024-11-14T13:11:18.900636,ESP_001,75,0.06
2024-11-14T13:11:28.941275,ESP_001,223,0.18
2024-11-14T13:11:38.986263,ESP_001,23,0.019
2024-11-14T13:11:49.218984,ESP_001,211,0.17
2024-11-14T13:11:59.248977,ESP_001,103,0.083
2024-11-14T13:12:09.284501,ESP_001,135,0.109
2024-11-14T13:12:19.523530,ESP_001,159,0.128
2024-11-14T13:12:32.810640,ESP_001,157,0.127
2024-11-14T13:12:42.854707,ESP_001,127,0.102
2024-11-14T13:12:52.900027,ESP_001,167,0.135
2024-11-14T13:13:03.128754,ESP_001,52,0.042
2024-11-14T13:13:16.144138,ESP_001,121,0.098
2024-11-14T13:13:26.174279,ESP_001,7,0.006
2024-11-14T13:13:36.409874,ESP_001,71,0.057
2024-11-14T13:13:46.462587,ESP_001,171,0.138
2024-11-14T13:13:56.685709,ESP_001,147,0.118
2024-11-14T13:14:06.723072,ESP_001,9,0.007
2024-11-14T13:14:16.962162,ESP_001,69,0.056
2024-11-14T13:14:27.199755,ESP_001,151,0.122
2024-11-14T13:14:37.471424,ESP_001,109,0.088
2024-11-14T13:14:47.520164,ESP_001,181,0.146
2024-11-14T13:14:57.753662,ESP_001,124,0.1
2024-11-14T13:15:07.960503,ESP_001,124,0.1
2024-11-14T13:15:18.379154,ESP_001,135,0.109
2024-11-14T13:15:28.440057,ESP_001,185,0.149
2024-11-14T13:15:38.497121,ESP_001,43,0.035
2024-11-14T13:15:48.533270,ESP_001,135,0.109
2024-11-14T13:15:58.779350,ESP_001,213,0.172
2024-11-14T13:16:09.017686,ESP_001,22,0.018
2024-11-14T13:16:19.066275,ESP_001,11,0.009
2024-11-14T13:16:29.099494,ESP_001,152,0.122
2024-11-14T13:16:39.353412,ESP_001,27,0.022
2024-11-14T13:16:49.402633,ESP_001,202,0.163
2024-11-14T13:16:59.436424,ESP_001,187,0.151
2024-11-14T13:17:09.667676,ESP_001,139,0.112
2024-11-14T13:17:19.696336,ESP_001,211,0.17
2024-11-14T13:17:29.929284,ESP_001,168,0.135
2024-11-14T13:17:40.861768,ESP_001,271,0.218
2024-11-14T13:17:50.897417,ESP_001,38,0.031
2024-11-14T13:18:01.135722,ESP_001,13,0.01
2024-11-14T13:18:11.391620,ESP_001,47,0.038
2024-11-14T13:18:21.429519,ESP_001,154,0.124
2024-11-14T13:18:31.649680,ESP_001,152,0.122
2024-11-14T13:18:41.897557,ESP_001,39,0.031
2024-11-14T13:18:51.943551,ESP_001,157,0.127
2024-11-14T13:19:02.130524,ESP_001,124,0.1
2024-11-14T13:19:12.387524,ESP_001,243,0.196
2024-11-14T13:19:22.422710,ESP_001,192,0.155
2024-11-14T13:19:33.303539,ESP_001,164,0.132
2024-11-14T13:19:43.375439,ESP_001,53,0.043
2024-11-14T13:19:53.420663,ESP_001,187,0.151
2024-11-14T13:20:03.621818,ESP_001,153,0.123
2024-11-14T13:20:13.854949,ESP_001,12,0.01
2024-11-14T13:20:24.093267,ESP_001,9,0.007
2024-11-14T13:20:34.374601,ESP_001,62,0.05
2024-11-14T13:20:44.598232,ESP_001,179,0.144
2024-11-14T13:20:54.677238,ESP_001,191,0.154
2024-11-14T13:21:04.746080,ESP_001,127,0.102
2024-11-14T13:21:14.984831,ESP_001,40,0.032
2024-11-14T13:21:25.027455,ESP_001,235,0.189
2024-11-14T13:21:35.080041,ESP_001,206,0.166
2024-11-14T13:21:45.329959,ESP_001,107,0.086
2024-11-14T13:21:55.535645,ESP_001,99,0.08
2024-11-14T13:22:05.787099,ESP_001,13,0.01
2024-11-14T13:22:16.015913,ESP_001,229,0.185
2024-11-14T13:22:26.080027,ESP_001,142,0.114
2024-11-14T13:22:36.289850,ESP_001,114,0.092
2024-11-14T13:22:46.333316,ESP_001,159,0.128
2024-11-14T13:22:56.564563,ESP_001,10,0.008
2024-11-14T13:23:06.803662,ESP_001,8,0.006
2024-11-14T13:23:17.070505,ESP_001,87,0.07
2024-11-14T13:23:27.105357,ESP_001,149,0.12
2024-11-14T13:23:37.143295,ESP_001,154,0.124
2024-11-14T13:23:50.317548,ESP_001,197,0.159
2024-11-14T13:24:00.562644,ESP_001,55,0.044
2024-11-14T13:24:10.801498,ESP_001,19,0.015
2024-11-14T13:24:21.044564,ESP_001,43,0.035
2024-11-14T13:24:31.283770,ESP_001,13,0.01
2024-11-14T13:24:41.318872,ESP_001,51,0.041
2024-11-14T13:24:51.664130,ESP_001,90,0.073
2024-11-14T13:25:01.718090,ESP_001,92,0.074
2024-11-14T13:25:11.977363,ESP_001,114,0.092
2024-11-14T13:25:22.181653,ESP_001,188,0.152
2024-11-14T13:25:32.415314,ESP_001,99,0.08
2024-11-14T13:25:42.556607,ESP_001,105,0.085
2024-11-14T13:25:52.793153,ESP_001,221,0.178
2024-11-14T13:26:02.857029,ESP_001,92,0.074
2024-11-14T13:26:12.917739,ESP_001,143,0.115
2024-11-14T13:26:23.148932,ESP_001,233,0.188
2024-11-14T13:26:33.390285,ESP_001,122,0.098
2024-11-14T13:26:43.464303,ESP_001,5,0.004
2024-11-14T13:26:53.670373,ESP_001,123,0.099
2024-11-14T13:27:03.904280,ESP_001,74,0.06
2024-11-14T13:27:13.947953,ESP_001,9,0.007
2024-11-14T13:27:24.178129,ESP_001,52,0.042
2024-11-14T13:27:34.536030,ESP_001,148,0.119
2024-11-14T13:27:44.575420,ESP_001,143,0.115
2024-11-14T13:27:54.657149,ESP_001,103,0.083
2024-11-14T13:28:04.832099,ESP_001,246,0.198
2024-11-14T13:28:15.078617,ESP_001,23,0.019
2024-11-14T13:28:25.311137,ESP_001,243,0.196
2024-11-14T13:28:35.566201,ESP_001,155,0.125
2024-11-14T13:28:45.791985,ESP_001,169,0.136
2024-11-14T13:28:56.234860,ESP_001,7,0.006
2024-11-14T13:29:06.271700,ESP_001,154,0.124
2024-11-14T13:29:16.510015,ESP_001,25,0.02
2024-11-14T13:29:26.547118,ESP_001,95,0.077
2024-11-14T13:29:36.680047,ESP_001,174,0.14
2024-11-14T13:29:46.740700,ESP_001,85,0.068
2024-11-14T13:29:57.007240,ESP_001,215,0.173
2024-11-14T13:30:07.036103,ESP_001,155,0.125
2024-11-14T13:30:17.233125,ESP_001,119,0.096
2024-11-14T13:30:27.473390,ESP_001,21,0.017
2024-11-14T13:30:37.684261,ESP_001,376,0.303
2024-11-14T13:30:47.860012,ESP_001,157,0.127
2024-11-14T13:30:58.144112,ESP_001,12,0.01
2024-11-14T13:31:08.446935,ESP_001,146,0.118
2024-11-14T13:31:18.682788,ESP_001,204,0.164
2024-11-14T13:31:28.930895,ESP_001,155,0.125
2024-11-14T13:31:39.168940,ESP_001,120,0.097
2024-11-14T13:31:49.406591,ESP_001,174,0.14
2024-11-14T13:31:59.652265,ESP_001,17,0.014
2024-11-14T13:32:10.092928,ESP_001,159,0.128
2024-11-14T13:32:20.337108,ESP_001,85,0.068
2024-11-14T13:32:30.575663,ESP_001,145,0.117
2024-11-14T13:32:40.810562,ESP_001,6,0.005
2024-11-14T13:32:51.048166,ESP_001,39,0.031
2024-11-14T13:33:01.288917,ESP_001,41,0.033
2024-11-14T13:33:11.529481,ESP_001,167,0.135
2024-11-14T13:33:21.824634,ESP_001,17,0.014
2024-11-14T13:33:31.897448,ESP_001,108,0.087
2024-11-14T13:33:42.053892,ESP_001,219,0.176
2024-11-14T13:33:52.091908,ESP_001,153,0.123
2024-11-14T13:34:02.116747,ESP_001,36,0.029
2024-11-14T13:34:12.154556,ESP_001,17,0.014
2024-11-14T13:34:22.196073,ESP_001,50,0.04
2024-11-14T13:34:32.716682,ESP_001,149,0.12
2024-11-14T13:34:42.771080,ESP_001,107,0.086
2024-11-14T13:34:53.012813,ESP_001,54,0.044
2024-11-14T13:35:03.080304,ESP_001,127,0.102
2024-11-14T13:35:13.116890,ESP_001,135,0.109
2024-11-14T13:35:23.329115,ESP_001,107,0.086
2024-11-14T13:35:33.379061,ESP_001,221,0.178
2024-11-14T13:35:43.416597,ESP_001,183,0.147
2024-11-14T13:35:53.631560,ESP_001,101,0.081
2024-11-14T13:36:03.873092,ESP_001,29,0.023
2024-11-14T13:36:13.922084,ESP_001,85,0.068
2024-11-14T13:36:23.949573,ESP_001,136,0.11
2024-11-14T13:36:34.231931,ESP_001,159,0.128
2024-11-14T13:36:44.266543,ESP_001,89,0.072
2024-11-14T13:36:54.462799,ESP_001,135,0.109
2024-11-14T13:37:05.004998,ESP_001,94,0.076
2024-11-14T13:37:15.042956,ESP_001,24,0.019
2024-11-14T13:37:25.280901,ESP_001,45,0.036
2024-11-14T13:37:35.520069,ESP_001,7,0.006
2024-11-14T13:37:45.554334,ESP_001,123,0.099
2024-11-14T13:37:55.610351,ESP_001,180,0.145
2024-11-14T13:38:05.842815,ESP_001,143,0.115
2024-11-14T13:38:15.870921,ESP_001,39,0.031
2024-11-14T13:38:25.907099,ESP_001,77,0.062
2024-11-14T13:38:36.141946,ESP_001,252,0.203
2024-11-14T13:38:46.177865,ESP_001,48,0.039
2024-11-14T13:38:56.420634,ESP_001,122,0.098
2024-11-14T13:39:06.658169,ESP_001,117,0.094
2024-11-14T13:39:16.694970,ESP_001,73,0.059
2024-11-14T13:39:26.931087,ESP_001,75,0.06
2024-11-14T13:39:37.483483,ESP_001,92,0.074
2024-11-14T13:39:47.517433,ESP_001,347,0.28
2024-11-14T13:39:57.757246,ESP_001,6,0.005
2024-11-14T13:40:08.039065,ESP_001,7,0.006
2024-11-14T13:40:18.078982,ESP_001,75,0.06
2024-11-14T13:40:28.271655,ESP_001,427,0.344
2024-11-14T13:40:38.324930,ESP_001,187,0.151
2024-11-14T13:40:48.374618,ESP_001,8,0.006
2024-11-14T13:40:58.587278,ESP_001,9,0.007
2024-11-14T13:41:08.712367,ESP_001,11,0.009
2024-11-14T13:41:18.773180,ESP_001,8,0.006
2024-11-14T13:41:28.800487,ESP_001,205,0.165
2024-11-14T13:41:39.048178,ESP_001,1205,0.971
2024-11-14T13:41:49.878660,ESP_001,381,0.307
2024-11-14T13:41:59.922190,ESP_001,11,0.009
2024-11-14T13:42:09.958046,ESP_001,93,0.075
2024-11-14T13:42:20.196615,ESP_001,117,0.094
2024-11-14T13:42:30.774653,ESP_001,13,0.01
2024-11-14T13:42:40.987976,ESP_001,1234,0.994
2024-11-14T13:42:51.025638,ESP_001,12,0.01
2024-11-14T13:43:01.570806,ESP_001,7,0.006
2024-11-14T13:43:11.837093,ESP_001,87,0.07
2024-11-14T13:43:22.251209,ESP_001,37,0.03
2024-11-14T13:43:32.284452,ESP_001,105,0.085
2024-11-14T13:43:42.529441,ESP_001,182,0.147
2024-11-14T13:43:52.593381,ESP_001,7,0.006
2024-11-14T13:44:02.948170,ESP_001,411,0.331
2024-11-14T13:44:13.248924,ESP_001,71,0.057
2024-11-14T13:44:23.295241,ESP_001,47,0.038
2024-11-14T13:44:33.438373,ESP_001,40,0.032
2024-11-14T13:44:43.660231,ESP_001,317,0.255
2024-11-14T13:44:53.912068,ESP_001,142,0.114
2024-11-14T13:45:04.119870,ESP_001,46,0.037
2024-11-14T13:45:14.388567,ESP_001,58,0.047
2024-11-14T13:45:24.620904,ESP_001,53,0.043
2024-11-14T13:45:34.660468,ESP_001,277,0.223
2024-11-14T13:45:44.997140,ESP_001,549,0.442
2024-11-14T13:45:55.056969,ESP_001,167,0.135
2024-11-14T13:46:05.127893,ESP_001,7,0.006
2024-11-14T13:46:15.212646,ESP_001,69,0.056
2024-11-14T13:46:25.252191,ESP_001,39,0.031
2024-11-14T13:46:35.487883,ESP_001,8,0.006
2024-11-14T13:46:45.728514,ESP_001,13,0.01
2024-11-14T13:46:55.804195,ESP_001,63,0.051
2024-11-14T13:47:05.997861,ESP_001,298,0.24
2024-11-14T13:47:16.236852,ESP_001,9,0.007
2024-11-14T13:47:26.280498,ESP_001,11,0.009
2024-11-14T13:47:36.345505,ESP_001,511,0.412
2024-11-14T13:47:46.546156,ESP_001,87,0.07
2024-11-14T13:47:56.789786,ESP_001,312,0.251
2024-11-14T13:48:07.025626,ESP_001,109,0.088
2024-11-14T13:48:17.259204,ESP_001,412,0.332
2024-11-14T13:48:27.287326,ESP_001,73,0.059
